seq_id,ct10_id,geoid,logrecno,acs_year,pop16,pop16_me,lf,lf_me,clf,clf_me,emp,emp_me,unemp,unemp_me,aflf,aflf_me,nlf,nlf_me,lf_p,lf_mep,clf_p,clf_mep,emp_p,emp_mep,unemp_p,unemp_mep,aflf_p,aflf_mep,nlf_p,nlf_mep
8071,25017339900,14000US25017339900,1589,2012-16,3921,329,2559,289,2534,281,2405,253,129,94,25,42,1362,341,65.26,4.93,99.02,15.67,94.91,14.51,5.09,3.67,0.98,1.64,34.74,8.19
8072,25017340000,14000US25017340000,1590,2012-16,1936,163,1500,190,1481,197,1385,164,96,80,19,30,436,139,77.48,7.33,98.73,4.01,93.52,16.65,6.48,5.33,1.27,1.99,22.52,6.92
8073,25017340100,14000US25017340100,1591,2012-16,5608,333,3965,336,3965,336,3507,361,458,204,0,17,1643,250,70.7,4.27,100,8.47,88.45,5.17,11.55,5.05,0,0.43,29.3,4.1
8074,25017341101,14000US25017341101,1592,2012-16,3569,270,2632,243,2632,243,2485,234,147,75,0,12,937,159,73.75,3.9,100,9.23,94.41,1.75,5.59,2.8,0,0.46,26.25,3.99
8075,25017341102,14000US25017341102,1593,2012-16,3749,356,2479,316,2479,316,2325,309,154,105,0,12,1270,287,66.12,5.62,100,12.75,93.79,3.53,6.21,4.16,0,0.48,33.88,6.95
8076,25017341200,14000US25017341200,1594,2012-16,6447,646,4530,580,4518,579,4078,497,440,215,12,20,1917,309,70.27,5.6,99.74,0.55,90.26,15.96,9.74,4.59,0.26,0.44,29.73,3.75
8077,25017341300,14000US25017341300,1595,2012-16,4438,440,2593,460,2593,460,2389,466,204,123,0,17,1845,329,58.43,8.6,100,17.74,92.13,7.47,7.87,4.53,0,0.66,41.57,6.16
8078,25017341400,14000US25017341400,1596,2012-16,5555,521,3792,434,3792,434,3615,422,177,108,0,17,1763,449,68.26,4.48,100,11.45,95.33,2.19,4.67,2.8,0,0.45,31.74,7.51
8079,25017341500,14000US25017341500,1597,2012-16,4408,368,3360,354,3360,354,3000,324,360,125,0,17,1048,199,76.23,4.9,100,10.54,89.29,2.12,10.71,3.54,0,0.51,23.77,4.05
8080,25017341600,14000US25017341600,1598,2012-16,5421,432,3865,376,3865,376,3494,366,371,149,0,17,1556,383,71.3,3.98,100,9.73,90.4,3.51,9.6,3.74,0,0.44,28.7,6.68
8081,25017341700,14000US25017341700,1599,2012-16,4315,405,2920,431,2920,431,2754,423,166,84,0,17,1395,232,67.67,7.71,100,14.76,94.32,4.01,5.68,2.75,0,0.58,32.33,4.44
8082,25017341800,14000US25017341800,1600,2012-16,4729,385,3078,434,3078,434,2920,426,158,101,0,17,1651,309,65.09,7.49,100,14.1,94.87,3.55,5.13,3.2,0,0.55,34.91,5.88
8083,25017341901,14000US25017341901,1601,2012-16,1160,100,823,93,823,93,788,98,35,26,0,12,337,108,70.95,5.18,100,11.3,95.75,4.97,4.25,3.12,0,1.46,29.05,8.97
8084,25017341902,14000US25017341902,1602,2012-16,6735,542,5093,559,5080,560,4625,517,455,149,13,22,1642,266,75.62,5.64,99.74,1.02,91.04,1.69,8.96,2.76,0.26,0.43,24.38,3.43
8085,25017342101,14000US25017342101,1603,2012-16,3703,356,2449,318,2449,318,2259,319,190,95,0,12,1254,251,66.14,5.77,100,12.98,92.24,5.12,7.76,3.75,0,0.49,33.86,5.95
8086,25017342102,14000US25017342102,1604,2012-16,3000,324,1979,245,1979,245,1853,277,126,85,0,12,1021,174,65.97,3.99,100,12.38,93.63,7.85,6.37,4.22,0,0.61,34.03,4.49
8087,25017342201,14000US25017342201,1605,2012-16,3870,401,2932,377,2932,377,2677,322,255,138,0,12,938,185,75.76,5.77,100,12.86,91.3,16.08,8.7,4.57,0,0.41,24.24,4.07
8088,25017342202,14000US25017342202,1606,2012-16,3244,293,2405,264,2405,264,2332,269,73,59,0,12,839,135,74.14,4.63,100,10.98,96.96,3.44,3.04,2.43,0,0.5,25.86,3.44
8089,25017342300,14000US25017342300,1607,2012-16,5841,384,4427,390,4415,393,4137,399,278,121,12,20,1414,267,75.79,4.44,99.73,1.27,93.7,3.48,6.3,2.68,0.27,0.45,24.21,4.29
8090,25017342400,14000US25017342400,1608,2012-16,5551,427,4076,476,4076,476,3781,453,295,155,0,17,1475,274,73.43,6.45,100,11.68,92.76,2.48,7.24,3.71,0,0.42,26.57,4.49
8091,25017342500,14000US25017342500,1609,2012-16,6433,487,4470,497,4470,497,4115,463,355,149,0,17,1963,364,69.49,5.66,100,11.12,92.06,1.59,7.94,3.21,0,0.38,30.51,5.17
8092,25017342600,14000US25017342600,1610,2012-16,4061,354,3022,343,3022,343,2748,325,274,109,0,17,1039,148,74.42,5.41,100,11.35,90.93,3.02,9.07,3.46,0,0.56,25.58,2.88
8093,25017350103,14000US25017350103,1611,2012-16,1272,163,979,154,973,154,911,154,62,35,6,9,293,70,76.97,7.02,99.39,1.74,93.63,5.56,6.37,3.45,0.61,0.91,23.03,4.64
8094,25017350104,14000US25017350104,1612,2012-16,6210,617,3983,479,3928,489,3722,471,206,118,55,87,2227,511,64.14,4.35,98.62,3.17,94.76,2.15,5.24,2.93,1.38,2.18,35.86,7.42
8095,25017350200,14000US25017350200,1613,2012-16,5745,450,4557,472,4557,472,4139,429,418,185,0,17,1188,251,79.32,5.38,100,10.36,90.83,0.35,9.17,3.95,0,0.37,20.68,4.06
8096,25017350300,14000US25017350300,1614,2012-16,2307,209,1905,213,1905,213,1824,217,81,55,0,12,402,115,82.57,5.41,100,11.18,95.75,3.89,4.25,2.85,0,0.63,17.43,4.73
8097,25017350400,14000US25017350400,1615,2012-16,5011,418,4047,421,4047,421,3862,448,185,89,0,17,964,229,80.76,5.02,100,10.4,95.43,4.9,4.57,2.15,0,0.42,19.24,4.28
8098,25017350500,14000US25017350500,1616,2012-16,1391,136,1148,133,1144,131,1055,133,89,41,4,7,243,66,82.53,5.13,99.65,16.23,92.22,4.86,7.78,3.47,0.35,0.61,17.47,4.43
8099,25017350600,14000US25017350600,1617,2012-16,4106,320,2433,246,2433,246,2375,244,58,36,0,12,1673,241,59.25,3.82,100,10.11,97.62,1.78,2.38,1.46,0,0.49,40.75,4.94
8100,25017350700,14000US25017350700,1618,2012-16,5916,518,4526,463,4526,463,4174,442,352,143,0,17,1390,265,76.5,4.05,100,10.23,92.22,2.52,7.78,3.06,0,0.38,23.5,3.98
8101,25017350800,14000US25017350800,1619,2012-16,1844,153,1572,159,1562,157,1543,153,19,18,10,15,272,58,85.25,4.93,99.36,14.17,98.78,13.95,1.22,1.15,0.64,0.95,14.75,2.9
8102,25017350900,14000US25017350900,1620,2012-16,3445,220,2915,208,2915,208,2876,215,39,28,0,12,530,132,84.62,2.69,100,7.14,98.66,2.2,1.34,0.96,0,0.41,15.38,3.7
8103,25017351000,14000US25017351000,1621,2012-16,6960,488,5673,426,5673,426,5399,432,274,184,0,17,1287,348,81.51,2.19,100,7.51,95.17,2.63,4.83,3.22,0,0.3,18.49,4.83
8104,25017351100,14000US25017351100,1622,2012-16,5469,452,4453,476,4453,476,4382,457,71,59,0,17,1016,173,81.42,5.52,100,10.69,98.41,14.7,1.59,1.31,0,0.38,18.58,2.77
8105,25017351203,14000US25017351203,1623,2012-16,4401,251,3480,237,3480,237,3354,232,126,83,0,12,921,210,79.07,2.94,100,6.81,96.38,1.17,3.62,2.37,0,0.34,20.93,4.62
8106,25017351204,14000US25017351204,1624,2012-16,3853,381,3041,293,3041,293,2841,294,200,88,0,12,812,275,78.93,10.9,100,9.63,93.42,3.53,6.58,2.82,0,0.39,21.07,6.83
8107,25017351300,14000US25017351300,1625,2012-16,3911,427,3113,476,3113,476,2910,442,203,137,0,12,798,161,79.6,8.52,100,15.29,93.48,20.15,6.52,4.29,0,0.39,20.4,3.46
8108,25017351403,14000US25017351403,1626,2012-16,3720,334,2637,290,2608,291,2550,284,58,50,29,42,1083,216,70.89,4.5,98.9,1.87,97.78,15.41,2.22,1.9,1.1,1.59,29.11,5.18
8109,25017351404,14000US25017351404,1627,2012-16,3441,310,2593,338,2593,338,2277,302,316,159,0,12,848,216,75.36,7.1,100,13.04,87.81,2.15,12.19,5.92,0,0.46,24.64,5.87
8110,25017351500,14000US25017351500,1628,2012-16,2108,223,1504,224,1504,224,1462,219,42,37,0,12,604,119,71.35,7.48,100,14.89,97.21,1.56,2.79,2.42,0,0.8,28.65,4.76
8111,25017352101,14000US25017352101,1629,2012-16,1633,160,958,128,958,128,947,125,11,12,0,12,675,152,58.67,5.33,100,13.36,98.85,18.57,1.15,1.24,0,1.25,41.33,8.38
8112,25017352102,14000US25017352102,1630,2012-16,2140,196,1637,191,1637,191,1537,195,100,71,0,12,503,119,76.5,5.53,100,11.67,93.89,4.68,6.11,4.28,0,0.73,23.5,5.13
8113,25017352200,14000US25017352200,1631,2012-16,1611,176,991,189,991,189,953,183,38,24,0,12,620,89,61.51,9.62,100,19.07,96.17,2.15,3.83,2.31,0,1.21,38.49,3.58
8114,25017352300,14000US25017352300,1632,2012-16,3360,297,2561,277,2531,271,2337,263,194,67,30,27,799,200,76.22,4.75,98.83,15.04,92.34,3.2,7.66,2.52,1.17,1.05,23.78,5.57
8115,25017352400,14000US25017352400,1633,2012-16,1599,163,1161,153,1161,153,1083,137,78,45,0,12,438,86,72.61,6.06,100,13.18,93.28,17.04,6.72,3.77,0,1.03,27.39,4.6
8116,25017352500,14000US25017352500,1634,2012-16,2469,245,1962,238,1962,238,1825,229,137,77,0,12,507,155,79.47,5.54,100,12.13,93.02,2.99,6.98,3.83,0,0.61,20.53,5.94
8117,25017352600,14000US25017352600,1635,2012-16,2257,200,1726,191,1726,191,1566,150,160,109,0,12,531,139,76.47,5.07,100,11.07,90.73,13.28,9.27,6.23,0,0.7,23.53,5.8
8118,25017352700,14000US25017352700,1636,2012-16,1922,233,1454,175,1454,175,1220,223,234,232,0,12,468,167,75.65,12.92,100,12.04,83.91,11.54,16.09,15.84,0,0.83,24.35,8.17
8119,25017352800,14000US25017352800,1637,2012-16,1866,174,1543,155,1543,155,1503,153,40,27,0,12,323,77,82.69,3.09,100,10.05,97.41,1.61,2.59,1.73,0,0.78,17.31,3.8
8120,25017352900,14000US25017352900,1638,2012-16,2422,167,1961,172,1961,172,1884,165,77,51,0,12,461,113,80.97,4.39,100,8.77,96.07,11.91,3.93,2.58,0,0.61,19.03,4.48
8121,25017353000,14000US25017353000,1639,2012-16,3200,294,2214,237,2214,237,2148,236,66,44,0,12,986,198,69.19,3.8,100,10.7,97.02,2.4,2.98,1.96,0,0.54,30.81,5.5
8122,25017353101,14000US25017353101,1640,2012-16,2328,237,1679,216,1679,216,1611,201,68,60,0,12,649,117,72.12,5.67,100,12.86,95.95,17.2,4.05,3.54,0,0.71,27.88,4.15
8123,25017353102,14000US25017353102,1641,2012-16,4762,463,2462,329,2462,329,2270,309,192,82,0,12,2300,316,51.7,4.74,100,13.36,92.2,2.39,7.8,3.16,0,0.49,48.3,4.69
8124,25017353200,14000US25017353200,1642,2012-16,4666,366,3283,305,3283,305,3125,299,158,72,0,17,1383,196,70.36,3.5,100,9.29,95.19,2.18,4.81,2.15,0,0.52,29.64,3.5
8125,25017353300,14000US25017353300,1643,2012-16,3082,302,2391,299,2391,299,2321,292,70,44,0,12,691,114,77.58,6.03,100,12.51,97.07,1.34,2.93,1.8,0,0.5,22.42,2.98
8126,25017353400,14000US25017353400,1644,2012-16,2577,291,1988,294,1988,294,1922,280,66,45,0,12,589,132,77.14,7.37,100,14.79,96.68,20.07,3.32,2.21,0,0.6,22.86,4.42
8127,25017353500,14000US25017353500,1645,2012-16,2402,238,1658,198,1658,198,1583,208,75,41,0,12,744,207,69.03,4.6,100,11.94,95.48,5.23,4.52,2.41,0,0.72,30.97,8.05
8128,25017353600,14000US25017353600,1646,2012-16,4432,318,2852,260,2852,260,2681,251,171,79,0,12,1580,235,64.35,3.62,100,9.12,94,2,6,2.72,0,0.42,35.65,4.64
8129,25017353700,14000US25017353700,1647,2012-16,5564,420,3335,368,3335,368,3145,325,190,116,0,17,2229,280,59.94,4.82,100,11.03,94.3,14.26,5.7,3.42,0,0.51,40.06,4.02
8130,25017353800,14000US25017353800,1648,2012-16,4373,536,3211,450,3211,450,3007,404,204,172,0,12,1162,368,73.43,4.99,100,14.01,93.65,18.18,6.35,5.28,0,0.37,26.57,7.76
8131,25017353900,14000US25017353900,1649,2012-16,6049,426,3446,348,3446,348,3267,347,179,65,0,17,2603,368,56.97,4.12,100,10.1,94.81,3.12,5.19,1.81,0,0.49,43.03,5.28
8132,25017354000,14000US25017354000,1650,2012-16,3931,395,2454,302,2454,302,2382,302,72,46,0,12,1477,233,62.43,4.44,100,12.31,97.07,2.96,2.93,1.84,0,0.49,37.57,4.57
8133,25017354100,14000US25017354100,1651,2012-16,2582,238,1673,185,1673,185,1615,188,58,47,0,12,909,158,64.79,3.96,100,11.06,96.53,3.51,3.47,2.78,0,0.72,35.21,5.19
8134,25017354200,14000US25017354200,1652,2012-16,2713,162,1808,156,1799,157,1705,152,94,62,9,13,905,143,66.64,4.15,99.5,1.3,94.77,1.73,5.23,3.42,0.5,0.72,33.36,4.88
8135,25017354300,14000US25017354300,1653,2012-16,2713,234,1905,235,1905,235,1843,234,62,39,0,12,808,142,70.22,6.19,100,12.34,96.75,2.91,3.25,2.01,0,0.63,29.78,4.56
8136,25017354400,14000US25017354400,1654,2012-16,1500,121,1103,99,1103,99,1080,95,23,17,0,12,397,63,73.53,2.89,100,8.98,97.91,12.31,2.09,1.53,0,1.09,26.47,3.62
8137,25017354500,14000US25017354500,1655,2012-16,2014,150,1292,136,1292,136,1233,143,59,39,0,12,722,131,64.15,4.77,100,10.53,95.43,4.65,4.57,2.98,0,0.93,35.85,5.93
8138,25017354600,14000US25017354600,1656,2012-16,4821,390,3224,318,3224,318,2914,293,310,141,0,17,1597,310,66.87,3.77,100,9.86,90.38,1.76,9.62,4.27,0,0.53,33.13,5.85
8139,25017354700,14000US25017354700,1657,2012-16,2361,270,1648,232,1648,232,1572,216,76,56,0,12,713,228,69.8,5.73,100,14.08,95.39,18.76,4.61,3.34,0,0.73,30.2,9.02
8140,25017354800,14000US25017354800,1658,2012-16,1901,170,1537,165,1524,164,1486,159,38,28,13,16,364,69,80.85,4.8,99.15,0.74,97.51,14.8,2.49,1.82,0.85,1.04,19.15,3.2
8141,25017354900,14000US25017354900,1659,2012-16,5366,401,4106,435,4096,433,3829,415,267,155,10,15,1260,297,76.52,5.75,99.76,14.93,93.48,2.24,6.52,3.72,0.24,0.36,23.48,5.25
8142,25017355000,14000US25017355000,1660,2012-16,2752,205,2026,201,2026,201,1946,207,80,48,0,12,726,160,73.62,4.82,100,9.92,96.05,3.69,3.95,2.34,0,0.59,26.38,5.47
8143,25017356100,14000US25017356100,1661,2012-16,2490,174,2045,160,2045,160,1962,153,83,68,0,12,445,127,82.13,2.89,100,7.82,95.94,10.6,4.06,3.31,0,0.59,17.87,4.95
8144,25017356300,14000US25017356300,1662,2012-16,4108,257,3185,288,3185,288,3022,281,163,85,0,17,923,179,77.53,5.06,100,9.04,94.88,2.06,5.12,2.63,0,0.53,22.47,4.12
8145,25017356400,14000US25017356400,1663,2012-16,5912,275,4008,278,4008,278,3869,299,139,82,0,17,1904,192,67.79,3.49,100,6.94,96.53,3.29,3.47,2.03,0,0.42,32.21,2.88
8146,25017356500,14000US25017356500,1664,2012-16,5480,348,3857,292,3857,292,3740,287,117,69,0,17,1623,255,70.38,2.9,100,7.57,96.97,1.22,3.03,1.77,0,0.44,29.62,4.26
8147,25017356601,14000US25017356601,1665,2012-16,3523,225,2481,222,2481,222,2396,231,85,67,0,12,1042,126,70.42,4.41,100,8.95,96.57,3.47,3.43,2.68,0,0.48,29.58,3.04
8148,25017356602,14000US25017356602,1666,2012-16,3389,223,2595,199,2585,199,2556,202,29,26,10,15,794,162,76.57,3.02,99.61,0.67,98.88,1.77,1.12,1,0.39,0.58,23.43,4.52
8149,25017356701,14000US25017356701,1667,2012-16,5401,292,4009,301,3997,296,3790,281,207,113,12,19,1392,199,74.23,3.87,99.7,10.51,94.82,0.34,5.18,2.8,0.3,0.47,25.77,3.41
8150,25017356702,14000US25017356702,1668,2012-16,5691,340,3867,310,3851,306,3594,281,257,110,16,24,1824,184,67.95,3.63,99.59,11.24,93.33,10.4,6.67,2.81,0.41,0.62,32.05,2.61
8151,25017357100,14000US25017357100,1669,2012-16,3403,195,2217,168,2217,168,2106,175,111,50,0,12,1186,157,65.15,3.23,100,7.58,94.99,3.24,5.01,2.22,0,0.54,34.85,4.16
8152,25017357200,14000US25017357200,1670,2012-16,2588,153,1881,142,1881,142,1791,144,90,62,0,12,707,114,72.68,3.41,100,7.55,95.22,2.63,4.78,3.28,0,0.64,27.32,4.1
8153,25017357300,14000US25017357300,1671,2012-16,2415,153,1784,160,1784,160,1739,159,45,34,0,12,631,133,73.87,4.69,100,8.97,97.48,1.73,2.52,1.89,0,0.67,26.13,5.25
8154,25017357400,14000US25017357400,1672,2012-16,1780,104,1242,104,1237,105,1179,97,58,33,5,7,538,67,69.78,4.19,99.6,1.39,95.31,11.27,4.69,2.64,0.4,0.56,30.22,3.32
8155,25017357500,14000US25017357500,1673,2012-16,1622,120,1177,110,1177,110,1134,111,43,27,0,12,445,72,72.56,4.14,100,9.35,96.35,2.8,3.65,2.27,0,1.02,27.44,3.95
8156,25017357600,14000US25017357600,1674,2012-16,2021,196,1500,218,1500,218,1416,214,84,47,0,12,521,97,74.22,8.03,100,14.53,94.4,3.91,5.6,3.03,0,0.8,25.78,4.1
8157,25017357700,14000US25017357700,1675,2012-16,3168,258,2063,220,2063,220,1978,211,85,64,0,12,1105,183,65.12,4.48,100,10.66,95.88,0.25,4.12,3.07,0,0.58,34.88,5.03
8158,25017357800,14000US25017357800,1676,2012-16,2953,165,1856,154,1856,154,1807,152,49,31,0,12,1097,141,62.85,3.86,100,8.3,97.36,1.35,2.64,1.66,0,0.65,37.15,4.3
8159,25017358100,14000US25017358100,1677,2012-16,4196,193,2859,195,2859,195,2785,186,74,46,0,17,1337,141,68.14,3.43,100,6.82,97.41,9.3,2.59,1.6,0,0.59,31.86,3.02
8160,25017358300,14000US25017358300,1678,2012-16,4464,269,2689,228,2676,229,2478,225,198,105,13,22,1775,248,60.24,3.59,99.52,1.15,92.6,2.81,7.4,3.87,0.48,0.82,39.76,5.01
8161,25017358400,14000US25017358400,1679,2012-16,4018,211,2587,221,2579,219,2471,223,108,57,8,13,1431,156,64.39,4.34,99.69,12.01,95.81,2.93,4.19,2.18,0.31,0.5,35.61,3.4
8162,25017358500,14000US25017358500,1680,2012-16,4066,230,2435,160,2435,160,2271,166,164,67,0,17,1631,217,59.89,2,100,6.57,93.26,2.99,6.74,2.72,0,0.7,40.11,4.83
8163,25017358600,14000US25017358600,1681,2012-16,4713,308,3090,241,3090,241,2871,252,219,94,0,17,1623,289,65.56,2.79,100,7.8,92.91,3.74,7.09,2.99,0,0.55,34.44,5.7
8164,25017358700,14000US25017358700,1682,2012-16,4145,220,2533,202,2533,202,2422,202,111,50,0,17,1612,169,61.11,3.64,100,7.97,95.62,2.33,4.38,1.94,0,0.67,38.89,3.52
8165,25017359100,14000US25017359100,1683,2012-16,5201,254,3418,228,3405,226,3269,219,136,95,13,21,1783,207,65.72,2.99,99.62,9.37,96.01,0.87,3.99,2.78,0.38,0.61,34.28,3.61
8166,25017359300,14000US25017359300,1684,2012-16,5805,249,3984,313,3920,315,3691,309,229,119,64,98,1821,233,68.63,4.52,98.39,1.66,94.16,2.21,5.84,3,1.61,2.46,31.37,3.78
8167,25017360100,14000US25017360100,1685,2012-16,1038,90,718,76,365,65,333,62,32,23,353,64,320,77,69.17,4.2,50.84,7.28,91.23,4.96,8.77,6.1,49.16,7.24,30.83,6.92
8168,25017360200,14000US25017360200,1686,2012-16,3889,176,2453,213,2453,213,2400,219,53,46,0,12,1436,204,63.08,4.67,100,8.68,97.84,2.74,2.16,1.87,0,0.49,36.92,4.97
8169,25017361100,14000US25017361100,1687,2012-16,4492,258,2500,259,2483,261,2406,268,77,59,17,28,1992,267,55.65,4.8,99.32,1.77,96.9,3.57,3.1,2.35,0.68,1.12,44.35,5.37
8170,25017361200,14000US25017361200,1688,2012-16,6118,366,3064,279,3064,279,2913,254,151,78,0,17,3054,394,50.08,3.44,100,9.11,95.07,11.99,4.93,2.51,0,0.55,49.92,5.71
8171,25017361300,14000US25017361300,1689,2012-16,4660,269,2801,256,2801,256,2765,252,36,40,0,17,1859,255,60.11,4.26,100,9.14,98.71,12.74,1.29,1.42,0,0.61,39.89,4.96
8172,25017362100,14000US25017362100,1690,2012-16,3953,96,2613,150,2613,150,2500,146,113,49,0,17,1340,153,66.1,3.44,100,5.74,95.68,1.03,4.32,1.86,0,0.65,33.9,3.78
8173,25017363102,14000US25017363102,1691,2012-16,4997,326,3317,292,3317,292,3167,287,150,96,0,17,1680,273,66.38,3.92,100,8.8,95.48,2.05,4.52,2.87,0,0.51,33.62,5
8174,25017363103,14000US25017363103,1692,2012-16,2706,153,1929,181,1929,181,1783,176,146,63,0,12,777,159,71.29,5.34,100,9.38,92.43,2.83,7.57,3.19,0,0.62,28.71,5.65
8175,25017363104,14000US25017363104,1693,2012-16,4989,282,3497,271,3497,271,3380,272,117,78,0,17,1492,240,70.09,3.72,100,7.75,96.65,2.1,3.35,2.22,0,0.49,29.91,4.5
8176,25017363201,14000US25017363201,1694,2012-16,2546,182,1726,141,1710,143,1608,140,102,49,16,18,820,140,67.79,2.68,99.07,1.77,94.04,2.28,5.96,2.82,0.93,1.04,32.21,4.99
8177,25017363202,14000US25017363202,1695,2012-16,2947,151,2206,143,2206,143,2154,137,52,36,0,12,741,125,74.86,2.97,100,6.48,97.64,8.87,2.36,1.62,0,0.54,25.14,4.04
8178,25017364101,14000US25017364101,1696,2012-16,4528,323,3071,326,3071,326,2985,310,86,70,0,17,1457,255,67.82,5.33,100,10.62,97.2,14.43,2.8,2.26,0,0.55,32.18,5.14
8179,25017364102,14000US25017364102,1697,2012-16,3919,250,2992,230,2992,230,2815,233,177,114,0,17,927,215,76.35,3.27,100,7.69,94.08,2.89,5.92,3.78,0,0.57,23.65,5.27
8180,25017365100,14000US25017365100,1698,2012-16,5784,215,3684,226,3671,225,3571,225,100,66,13,24,2100,252,63.69,3.11,99.65,8.64,97.28,1.42,2.72,1.79,0.35,0.65,36.31,4.14
8181,25017365201,14000US25017365201,1699,2012-16,4620,214,3178,209,3178,209,3007,198,171,84,0,17,1442,203,68.79,3.21,100,6.58,94.62,0.31,5.38,2.62,0,0.53,31.21,4.15
8182,25017365202,14000US25017365202,1700,2012-16,3657,192,2201,172,2201,172,2103,168,98,46,0,12,1456,185,60.19,3.48,100,7.81,95.55,1.58,4.45,2.06,0,0.55,39.81,4.61
8183,25017366100,14000US25017366100,1701,2012-16,3737,143,2631,171,2631,171,2534,172,97,63,0,12,1106,143,70.4,3.7,100,6.5,96.31,1.88,3.69,2.38,0,0.46,29.6,3.66
8184,25017366201,14000US25017366201,1702,2012-16,2691,132,1754,128,1754,128,1754,128,0,12,0,12,937,167,65.18,3.52,100,7.3,100,7.3,0,0.68,0,0.68,34.82,5.97
8185,25017366202,14000US25017366202,1703,2012-16,4032,157,2486,172,2486,172,2430,171,56,36,0,17,1546,193,61.66,3.53,100,6.92,97.75,1.26,2.25,1.44,0,0.68,38.34,4.55
8186,25017367100,14000US25017367100,1704,2012-16,2835,151,1880,135,1880,135,1790,160,90,62,0,12,955,135,66.31,3.19,100,7.18,95.21,5.07,4.79,3.28,0,0.64,33.69,4.41
8187,25017367200,14000US25017367200,1705,2012-16,6035,225,3382,258,3382,258,3241,259,141,72,0,17,2653,241,56.04,3.73,100,7.63,95.83,2.28,4.17,2.11,0,0.5,43.96,3.64
8188,25017368101,14000US25017368101,1706,2012-16,5360,389,3841,422,3841,422,3560,456,281,214,0,17,1519,206,71.66,5.91,100,10.99,92.68,6.1,7.32,5.51,0,0.44,28.34,3.25
8189,25017368102,14000US25017368102,1707,2012-16,3234,226,2440,184,2440,184,2278,196,162,66,0,12,794,135,75.45,2.14,100,7.54,93.36,3.87,6.64,2.66,0,0.49,24.55,3.81
8190,25017368200,14000US25017368200,1708,2012-16,3764,256,2723,214,2723,214,2569,212,154,80,0,12,1041,164,72.34,2.85,100,7.86,94.34,2.37,5.66,2.9,0,0.44,27.66,3.93
8191,25017368300,14000US25017368300,1709,2012-16,4564,428,3398,451,3398,451,3326,443,72,60,0,17,1166,230,74.45,6.99,100,13.27,97.88,1.09,2.12,1.74,0,0.5,25.55,4.43
8192,25017368400,14000US25017368400,1710,2012-16,8002,431,4812,458,4812,458,4506,496,306,180,0,17,3190,545,60.13,4.72,100,9.52,93.64,5.18,6.36,3.69,0,0.35,39.87,6.46
8193,25017368500,14000US25017368500,1711,2012-16,2772,399,2048,381,2048,381,1949,380,99,50,0,12,724,153,73.88,8.71,100,18.6,95.17,5.55,4.83,2.27,0,0.59,26.12,4.04
8194,25017368600,14000US25017368600,1712,2012-16,4629,425,3664,428,3664,428,3475,421,189,99,0,17,965,228,79.15,5.72,100,11.68,94.84,3.05,5.16,2.63,0,0.46,20.85,4.54
8195,25017368700,14000US25017368700,1713,2012-16,2077,273,1647,245,1647,245,1570,256,77,51,0,12,430,144,79.3,5.52,100,14.88,95.32,6.37,4.68,3.02,0,0.73,20.7,6.38
8196,25017368800,14000US25017368800,1714,2012-16,4100,293,2964,287,2956,286,2764,256,192,87,8,12,1136,177,72.29,4.72,99.73,13.65,93.5,12.52,6.5,2.88,0.27,0.4,27.71,3.84
8197,25017368901,14000US25017368901,1715,2012-16,6679,360,3779,323,3779,323,3593,316,186,91,0,17,2900,288,56.58,3.75,100,8.55,95.08,1.97,4.92,2.37,0,0.45,43.42,3.62
8198,25017368902,14000US25017368902,1716,2012-16,3702,273,2637,249,2628,247,2551,238,77,48,9,14,1065,163,71.23,4.2,99.66,13.28,97.07,12.86,2.93,1.81,0.34,0.53,28.77,3.86
8199,25017369000,14000US25017369000,1717,2012-16,1533,337,768,100,768,100,734,104,34,20,0,12,765,345,50.1,12.8,100,13.02,95.57,5.34,4.43,2.54,0,1.56,49.9,19.65
8200,25017369100,14000US25017369100,1718,2012-16,4351,248,3280,209,3280,209,3112,221,168,81,0,17,1071,182,75.38,2.15,100,6.37,94.88,2.97,5.12,2.45,0,0.52,24.62,3.94
8201,25017370101,14000US25017370101,1719,2012-16,6155,357,4823,461,4823,461,4364,346,459,282,0,17,1332,251,78.36,5.95,100,9.56,90.48,11.24,9.52,5.78,0,0.35,21.64,3.88
8202,25017370102,14000US25017370102,1720,2012-16,6519,417,4984,410,4984,410,4766,422,218,131,0,17,1535,248,76.45,3.95,100,8.23,95.63,3.13,4.37,2.6,0,0.34,23.55,3.49
8203,25017370201,14000US25017370201,1721,2012-16,3181,245,2442,267,2430,267,2372,255,58,51,12,17,739,137,76.77,5.96,99.51,1.08,97.61,15.01,2.39,2.08,0.49,0.69,23.23,3.92
8204,25017370202,14000US25017370202,1722,2012-16,3779,213,2761,216,2761,216,2630,232,131,84,0,12,1018,151,73.06,3.96,100,7.82,95.26,3.88,4.74,3.02,0,0.43,26.94,3.7
8205,25017370300,14000US25017370300,1723,2012-16,4595,325,3474,342,3474,342,3241,359,233,136,0,17,1121,216,75.6,5.18,100,9.84,93.29,4.74,6.71,3.86,0,0.49,24.4,4.37
8206,25017370400,14000US25017370400,1724,2012-16,4591,359,3504,333,3504,333,3360,326,144,95,0,17,1087,211,76.32,4.12,100,9.5,95.89,1.87,4.11,2.68,0,0.49,23.68,4.21
